species	kingdom	phylum	class	order	family	genus
Shigella_virus_Sf6	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	P22virus
Streptococcus_virus_O1205	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sfi11virus
Dorea_sp_D27	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Mitsuokella_multacida	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella
Clostridium_sp_CAG_964	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Enterobacteria_phage_phiP27	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Candidatus_Methanomassiliicoccus_intestinalis	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
Veillonellaceae_bacterium_DNF00626	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae_unclassified
Streptococcus_downei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Lachnoclostridium_sp_An14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Human_endogenous_retrovirus_K	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Retroviridae	Retroviridae_unclassified
Escherichia_virus_V5	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	V5virus
Escherichia_virus_JES2013	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	V5virus
Kosakonia_cowanii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia
Enterobacteria_phage_cdtI	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Staphylococcus_epidermidis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Enterobacteria_phage_HK225	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterobacteria_phage_mEp237	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Parabacteroides_sp_426_9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Erwinia_phage_ENT90	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P2virus
Streptococcus_sinensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Enterobacteria_phage_EcoDS1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Enterobacteria_phage_K1F	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Carnobacterium_maltaromaticum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
Prevotella_intermedia	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Acinetobacter_guillouiae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Prevotella_sp_oral_taxon_376	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Trichococcus_flocculiformis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Pseudomonas_virus_Pf1	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Inoviridae	Inoviridae_unclassified
Peptostreptococcus_stomatis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Kocuria_kristinae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
Lactococcus_garvieae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus_piscium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Leuconostoc_lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Lachnoclostridium_sp_An76	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Prevotella_sp_CAG_1031	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Anaerofilum_sp_An201	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum
Parabacteroides_gordonii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Shigella_phage_pSf_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Thermus_phage_phiYS40	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Thermus_phage_TMA	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Enterobacteria_phage_T3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Escherichia_virus_P2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P2virus
Gemmiger_sp_An120	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Streptococcus_massiliensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Lachnoclostridium_sp_An298	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Clostridium_phage_PhiS63	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Citrobacter_koseri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Lactobacillus_antri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Eubacterium_saphenum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified
Escherichia_virus_T5	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	T5virus
Lactococcus_phage_phi7	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sk1virus
Rikenella_microfusus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
Zika_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Flaviviridae	Flavivirus
Actinotignum_timonense	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum
Alistipes_sp_CAG_831	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Leuconostoc_gelidum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Haemophilus_pittmaniae	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Tropheryma_whipplei	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcales_unclassified	Tropheryma
Escherichia_phage_wV7	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	T4virus
Erysipelothrix_larvae	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Escherichia_virus_RB49	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Rb49virus
Pseudomonas_phage_phi2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Salmonella_phage_SPN3UB	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Aeromonas_dhakensis	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Aeromonas_hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Ruminococcus_sp_CAG_563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Lactobacillus_brevis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Leuconostoc_garlicum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Megasphaera_sp_BV3C16_1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
Enterobacteria_phage_mEp235	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Hk97virus
Salmonella_phage_SSU5	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_paralimentarius	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_pentosus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Megasphaera_elsdenii	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
Pediococcus_parvulus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Pediococcus_sp	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Pediococcus_ethanolidurans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Prevotella_nigrescens	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Streptococcus_phage_SFi18	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Prevotella_colorans	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_S7_1_8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Methanomassiliicoccales_archaeon_RumEn_M1	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccales_unclassified	Methanomassiliicoccales_unclassified
Bacteroides_sp_CAG_927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Streptococcus_macedonicus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus_infantarius	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Rothia_aeria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
Clostridium_virus_phiC2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Cd119virus
Human_betaherpesvirus_6B	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Roseolovirus
Lactobacillus_buchneri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Alistipes_sp_An66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Anaeromassilibacillus_sp_An172	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus
Fusobacterium_sp_CAG_439	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Escherichia_virus_TLS	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Tlsvirus
Veillonella_seminalis	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Enterobacter_mori	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
West_Nile_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Flaviviridae	Flavivirus
Leptotrichia_wadei	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Actinomyces_phage_xhp1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Erwinia_virus_Ea214	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Ea214virus
Pseudomonas_putida_group	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Escherichia_virus_Ime09	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	T4virus
Shigella_virus_Shfl2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	T4virus
Escherichia_virus_K30	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Kp32virus
Brochothrix_phage_BL3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Brochothrix_phage_NF5	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_apis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_kullabergensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_helsingborgensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Haemophilus_sputorum	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Callitrichine_gammaherpesvirus_3	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Lymphocryptovirus
Human_gammaherpesvirus_4	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Lymphocryptovirus
Lactobacillus_phage_Lv_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterobacteria_phage_WA13_sensu_lato	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Microviridae	Alpha3microvirus
Tobacco_vein_clearing_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Caulimoviridae	Solendovirus
Lactobacillus_paraplantarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Leuconostoc_kimchii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Stenotrophomonas_maltophilia	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Desulfotomaculum_ruminis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Lactococcus_petauri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Ruminococcus_sp_CAG_579	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Bacteroides_sp_CAG_530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Xanthomonas_virus_phil7	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Xp10virus
Clostridium_sp_CAG_590	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Campylobacter_hominis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Ungulate_copiparvovirus_2	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Parvoviridae	Copiparvovirus
Rhodococcus_fascians	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Corynebacterium_riegelii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Chrysodeixis_chalcites_nucleopolyhedrovirus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Baculoviridae	Alphabaculovirus
Granulicatella_elegans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
Lactococcus_raffinolactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Enterococcus_gilvus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Lactobacillus_pontis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Carnobacterium_divergens	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
Atopobium_vaginae	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Gardnerella_vaginalis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
Bacteroides_stercorirosoris	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Clostridium_sp_7_2_43FAA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Paeniclostridium_sordellii	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium
Listeria_phage_2389	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Listeria_phage_A006	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Human_alphaherpesvirus_2	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Simplexvirus
Campylobacter_upsaliensis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Citrobacter_europaeus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Murine_osteosarcoma_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Retroviridae	Gammaretrovirus
Streptococcus_sp_M334	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Clavibacter_michiganensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter
Strawberry_vein_banding_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Caulimoviridae	Caulimovirus
Lactococcus_phage_TP901_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Streptococcus_salivarius_CAG_79	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Oribacterium_parvum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Alphapapillomavirus_10	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Papillomaviridae	Alphapapillomavirus
Weissella_soli	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Paraclostridium_bifermentans	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium
Citrobacter_werkmanii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Aggregatibacter_segnis	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter
Lactobacillus_phage_phiGb1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Cutibacterium_acnes	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
Bacteroidetes_bacterium_oral_taxon_272	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Arcobacter_butzleri	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
Acetivibrio_ethanolgignens	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
Citrobacter_sp_50677481	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Leminorella_grimontii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella
Enterococcus_phage_EFRM31	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterococcus_phage_EFAP_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Fusobacterium_gonidiaformans	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Selenomonas_noxia	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas
Parabacteroides_chinchillae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Staphylococcus_phage_PT1028	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Dickeya_virus_Limestone	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Ackermannviridae	Limestonevirus
Eubacterium_nodatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified
Gemella_bergeri	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Gemella
Pseudomonas_lundensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Desulfovibrio_vulgaris	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Akkermansia_glycaniphila	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Lactobacillus_algidus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Corynebacterium_pseudodiphtheriticum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Haemophilus_virus_HP2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Hp1virus
Actinomyces_cardiffensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Dialister_micraerophilus	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
Salmonella_virus_SPN1S	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Epsilon15virus
Cardiobacterium_hominis	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Parvimonas_sp_oral_taxon_110	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas
Pantoea_virus_Limelight	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Podoviridae_unclassified
Lachnoclostridium_sp_An181	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Clostridium_sp_MSTE9	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Bacteroides_fluxus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Lactococcus_phage_phiLC3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Escherichia_albertii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Barnesiella_viscericola	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
Providencia_rettgeri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
Cronobacter_malonaticus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter
Variovorax_paradoxus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
Salmonella_virus_SP31	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sp31virus
Parvimonas_sp_KA00067	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas
Peptoniphilus_coxii	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus
Criibacterium_bergeronii	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Criibacterium
Anaerococcus_lactolyticus	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
Erwinia_phage_vB_EamP_L1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Providencia_alcalifaciens	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
Lactobacillus_parabuchneri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Abiotrophia_defectiva	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia
Plesiomonas_shigelloides	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales_unclassified	Plesiomonas
Bacillus_phage_BCJA1c	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterococcus_raffinosus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Streptococcus_pyogenes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Solibacillus_kalamii	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
Solibacillus_silvestris	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
Kluyvera_georgiana	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera
Lactobacillus_fuchuensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Thysanoplusia_orichalcea_nucleopolyhedrovirus	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Baculoviridae	Alphabaculovirus
Flavonifractor_sp_An306	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Listeria_innocua	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Proteus_vulgaris	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
Bacteroides_xylanolyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Staphylococcus_virus_187	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Phietavirus
Bacteroides_oleiciplenus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Escherichia_virus_G7C	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	G7cvirus
Escherichia_virus_IME11	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	G7cvirus
Enterobacteria_phage_phiEcoM_GJ1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Listeria_welshimeri	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Acinetobacter_ursingii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Delftia_acidovorans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
Elizabethkingia_bruuniana	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia
Staphylococcus_phage_StB20	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
